Tests,Sum of 15,Ave RMSE of 15 mins,"RMSE 15 OFF, 15 OFF","RMSE 15 OFF, 15 ON","RMSE 15 ON, 15 ON","RMSE 15 ON, 15 OFF",Total Tests Used,Average RMSE
510,6,0.0755460081471415,,,,,,
511,0,0.075970217064155,,,,0.151503773795639,,
512,0,0.0761608768301907,0.152131093894346,,,,,
513,0,0.0761131698438258,,,,,,
514,0,0.0761091582198509,0.152222328063677,,,,,
515,11,0.0761741918096056,,,,,,
516,15,0.0764706784795031,,0.152579836699354,,,,
517,15,0.0766547176343341,,,0.153125396113837,,,
518,15,0.076595791901885,,,,,,
519,15,0.0765430491605243,,,0.153138841062409,,,
520,15,0.0764855644367933,,,,,,
521,15,0.0764236002595835,,,0.152909164696377,,,
522,15,0.0763973586522276,,,,,,
523,15,0.0772047506347703,,,0.153602109286998,,,
524,15,0.0774167332613529,,,,,,
525,15,0.0777800011843222,,,0.155196734445675,,,
526,15,0.0779763991556434,,,,,,
527,3,0.0782815996111743,,,,,,
528,0,0.0787281576562017,,,,0.156704556811845,,
529,0,0.0789096067300235,0.157637764386225,,,,,
530,0,0.0789648016944945,,,,,,
531,0,0.0790983238157808,0.158063125510275,,,,,
532,0,0.0790304953425618,,,,,,
533,0,0.0789581734452122,0.157988668787774,,,,,
534,0,0.0789219569771676,,,,,,
535,0,0.078944026743618,0.157865983720786,,,,,
536,0,0.0793232590178298,,,,,,
537,0,0.0792502366172256,0.158573495635055,,,,,
538,0,0.0791770731815362,,,,,,
539,0,0.079104899638552,0.158281972820088,,,,,
540,0,0.0790327131507586,,,,,,
541,0,0.0789623582246249,0.157995071375383,,,,,
542,0,0.078890295225449,,,,,,
543,0,0.0788179496765888,0.157708244902038,,,,,
544,0,0.0787462839745671,,,,,,
545,0,0.0791361493578867,0.157882433332454,,,,,
546,0,0.079181205485211,,,,,,
547,0,0.0791178873592129,0.158299092844424,,,,,
548,0,0.0790471853537262,,,,,,
549,0,0.0789764001739997,0.158023585527726,,,,,
550,0,0.0789060472159712,,,,,,
551,0,0.0788360352995352,0.157742082515506,,,,,
552,0,0.0787664038891631,,,,,,
553,0,0.0786967475369582,0.157463151426121,,,,,
554,0,0.0786268381281395,,,,,,
555,0,0.0785572919155179,0.157184130043657,,,,,
556,0,0.0784884423541977,,,,,,
557,0,0.0784195261882458,0.156907968542444,,,,,
558,0,0.0783512620765954,,,,,,
559,0,0.0782831323365619,0.156634394413157,,,,,
560,0,0.0782153505622346,,,,,,
561,0,0.0781476400900688,0.156362990652303,,,,,
562,0,0.0780800964456115,,,,,,
563,0,0.078012701228292,0.156092797673904,,,,,
564,0,0.077945397193274,,,,,,
565,0,0.0778770800891211,0.155822477282395,,,,,
566,0,0.0778096223548797,,,,,,
567,0,0.0777426418598628,0.155552264214743,,,,,
568,0,0.0776761558115472,,,,,,
569,0,0.0776104554470281,0.155286611258575,,,,,
570,0,0.077544624745714,,,,,,
571,0,0.0774794364743139,0.155024061220028,,,,,
572,0,0.0774140610802516,,,,,,
573,0,0.0773484113281556,0.154762472408407,,,,,
574,0,0.0772828814223835,,,,,,
575,0,0.0772180914256462,0.15450097284803,,,,,
576,0,0.0771533277780355,,,,,,
577,0,0.0770884189074201,0.154241746685456,,,,,
578,0,0.0770236595257548,,,,,,
579,0,0.0769592919909815,0.153982951516736,,,,,
580,0,0.0768944599916596,,,,,,
581,0,0.076829685337569,0.153724145329229,,,,,
582,0,0.0767643724296679,,,,,,
583,0,0.0766993868917701,0.153463759321438,,,,,
584,0,0.0766362962460203,,,,,,
585,0,0.0765771474404921,0.153213443686512,,,,,
586,9,0.0765432198065816,,,,,,
587,15,0.0767148485850209,,0.153291996025513,,,,
588,15,0.0767674138697021,,,0.153482262454723,,,
589,15,0.0771013046021094,,,,,,
590,15,0.0770492259794137,,,0.154150530581523,,,
591,15,0.0769957407739274,,,,,,
592,15,0.0769437952430534,,,0.153939536016981,,,
593,15,0.0768975117203274,,,,,,
594,15,0.0768483292027874,,,0.153745840923115,,,
595,15,0.0767972174976964,,,,,,
596,15,0.0770616485490107,,,0.153858866046707,,,
597,15,0.0772381273704185,,,,,,
598,15,0.0772194706708523,,,0.154457598041271,,,
599,15,0.0772438562809783,,,,,,
600,15,0.0772001565060661,,,0.154444012787044,,,
601,15,0.077186260307046,,,,,,
602,6,0.0775968252055887,,,,,,
603,0,0.0779791433902719,,,,0.155165403697318,,
604,0,0.0780043780106452,0.155983521400917,,,,,
605,0,0.0782345235910307,,,,,,
606,0,0.0782518871826686,0.156486410773699,,,,,
607,10,0.0782503144074514,,,,,,
608,15,0.0784973349627438,,0.156749222145412,,,,
609,15,0.0787136338246517,,,0.157210968787395,,,
610,15,0.0787124062225001,,,,,,
611,15,0.0791271117825335,,,0.157839518005034,,,
612,15,0.0790868324276763,,,,,,
613,15,0.0790340602904611,,,0.158120892718137,,,
614,15,0.0789814825322602,,,,,,
615,15,0.0789306667420622,,,0.157912149274322,,,
616,15,0.0789865467936925,,,,,,
617,15,0.079929752805259,,,0.158916299598952,,,
618,15,0.079914297266171,,,,,,
619,15,0.0802614691063721,,,0.160175766372543,,,
620,15,0.0808495586503149,,,,,,
621,0,0.0809825040709171,,,,0.161832062721232,,
622,0,0.0811610657446484,0.162143569815566,,,,,
623,0,0.0811658390431371,,,,,,
624,0,0.0814003864090802,0.162566225452217,,,,,
625,0,0.0813385620077399,,,,,,
626,0,0.0812746223084464,0.162613184316186,,,,,
627,0,0.0812113525901038,,,,,,
628,0,0.0811473394456672,0.162358692035771,,,,,
629,0,0.0810834931407909,,,,,,
630,0,0.0810213220644746,0.162104815205266,,,,,
631,0,0.0809577077149351,,,,,,
632,0,0.0808941068428034,0.161851814557739,,,,,
633,0,0.0808320587650664,,,,,,
634,0,0.0807712029565659,0.161603261721632,,,,,
635,0,0.0807099415913795,,,,,,
636,0,0.0806488547948164,0.161358796386196,,,,,
637,0,0.080588016519374,,,,,,
638,0,0.0805269506829741,0.161114967202348,,,,,
639,0,0.0804664329612593,,,,,,
640,0,0.0804064357583047,0.160872868719564,,,,,
641,0,0.0803727731504175,,,,,,
642,0,0.0807564675161161,0.161129240666534,,,,,
643,0,0.0807248464945416,,,,,,
644,0,0.0806864997286768,0.161411346223218,,,,,
645,0,0.0806472696646989,,,,,,
646,0,0.0806094324923174,0.161256702157016,,,,,
647,0,0.0805505271842504,,,,,,
648,0,0.0804918330349216,0.161042360219172,,,,,
649,0,0.0804331463978053,,,,,,
650,0,0.0803748330467938,0.160807979444599,,,,,
651,0,0.0803166844851391,,,,,,
652,0,0.080258889321243,0.160575573806382,,,,,
653,0,0.0802010270012078,,,,,,
654,0,0.0801435004893185,0.160344527490526,,,,,
655,0,0.0800862154309105,,,,,,
656,0,0.0800291657000165,0.160115381130927,,,,,
657,0,0.0799723628453334,,,,,,
658,0,0.0799153787290076,0.159887741574341,,,,,
659,0,0.0798589797909531,,,,,,
660,0,0.0798024100195294,0.159661389810483,,,,,
661,0,0.0797461552009595,,,,,,
662,0,0.0796901662012162,0.159436321402176,,,,,
663,0,0.079634097173531,,,,,,
664,0,0.0795781538239853,0.159212250997516,,,,,
665,0,0.0795225925952716,,,,,,
666,0,0.079467006578796,0.158989599174068,,,,,
667,0,0.0794116116895458,,,,,,
668,0,0.079356128196576,0.158767739886122,,,,,
669,0,0.0793009295113867,,,,,,
670,0,0.0792457996358921,0.158546729147279,,,,,
671,0,0.0791907450604638,,,,,,
672,0,0.0791359266341324,0.158326671694596,,,,,
673,0,0.0790805776659097,,,,,,
674,0,0.0790790079217668,0.158159585587676,,,,,
675,0,0.0793028170996587,,,,,,
676,0,0.0795007758450054,0.158803592944664,,,,,
677,0,0.0794448365631876,,,,,,
678,0,0.079387604835514,0.158832441398702,,,,,
679,10,0.0796693128675364,,,,,,
680,15,0.0798807708464539,,0.159268375681968,,,,
681,15,0.0802243344848789,,,0.160105105331333,,,
682,15,0.0802521388228192,,,,,,
683,15,0.0802043605472147,,,0.160456499370034,,,
684,15,0.0801552947140785,,,,,,
685,15,0.0801071734775239,,,0.160262468191602,,,
686,15,0.0800569600088257,,,,,,
687,15,0.080004739096714,,,0.16006169910554,,,
688,15,0.0799566764493069,,,,,,
689,15,0.0799104606324249,,,0.159867137081732,,,
690,15,0.0798633383909868,,,,,,
691,15,0.079815539654349,,,0.159678878045336,,,
692,15,0.0797682853012117,,,,,,
693,15,0.0797261633544201,,,0.159494448655632,,,
694,11,0.0799359665992346,,,,,,
695,0,0.0803286341267425,,,,0.160054797481163,,
696,0,0.08056000353718,0.160888637663922,,,,,
697,0,0.0807256022870019,,,,,,
698,0,0.0806690834874044,0.161394685774406,,,,,
699,7,0.0810065104484147,,,,,,
700,15,0.0824110051107807,,0.163080088598185,,,,
701,15,0.0826583764525839,,,0.165069381563365,,,
702,15,0.0826088744179938,,,,,,
703,15,0.082559422155498,,,0.165168296573492,,,
704,15,0.0825104159007048,,,,,,
705,15,0.0824643762622231,,,0.164974792162928,,,
706,15,0.082415743558137,,,,,,
707,15,0.082369529601719,,,0.164785273159856,,,
708,15,0.0827487870436583,,,,,,
709,5,0.0831275230233644,,,,,,
710,0,0.0832707237980343,,,,0.166019510841693,,
711,0,0.0833717676399895,0.166642491438024,,,,,
712,0,0.0833636142043367,,,,,,
713,0,0.0833063515496059,0.166669965753943,,,,,
714,0,0.0832487258546082,,,,,,
715,0,0.0831909465737679,0.166439672428376,,,,,
716,0,0.0831331743872305,,,,,,
717,0,0.0830754398354747,0.166208614222705,,,,,
718,0,0.0830178647904943,,,,,,
719,0,0.0829690382893233,0.165986903079818,,,,,
720,0,0.0829149839836273,,,,,,
721,0,0.0828588607138932,0.165773844697521,,,,,
722,0,0.0828033440993426,,,,,,
723,0,0.0827484273791255,0.165551771478468,,,,,
724,0,0.0826934269231225,,,,,,
725,0,0.0826385815309916,0.165332008454114,,,,,
726,0,0.0825836341330008,,,,,,
727,0,0.0825291737082775,0.165112807841278,,,,,
728,0,0.082474572410975,,,,,,
729,0,0.0824200097361885,0.164894582147164,,,,,
730,0,0.0823658825701975,,,,,,
731,0,0.0824466445967976,0.164812527166995,,,,,
732,0,0.0827148585462424,,,,,,
733,0,0.0826969326042042,0.165411791150447,,,,,
734,0,0.0826495000338503,,,,,,
735,0,0.0825956381689885,0.165245138202839,,,,,
736,0,0.0825440788641619,,,,,,
737,0,0.0824914133180992,0.165035492182261,,,,,
738,0,0.0824388348181168,,,,,,
739,0,0.0823867008838384,0.164825535701955,,,,,
740,0,0.082334508049821,,,,,,
741,0,0.0822825362105866,0.164617044260408,,,,,
742,0,0.0822306387091765,,,,,,
743,0,0.0821786982058887,0.164409336915065,,,,,
744,0,0.0821271549366056,,,,,,
745,0,0.0820757609866816,0.164202915923287,,,,,
746,0,0.0821322520958985,,,,,,
747,0,0.0824584183991787,0.164590670495077,,,,,
748,0,0.0826104860626999,,,,,,
749,0,0.082559220452975,0.165169706515675,,,,,
750,0,0.0825082387358433,,,,,,
751,0,0.0824568778612831,0.164965116597126,,,,,
752,0,0.0824056567606428,,,,,,
753,0,0.0823549273116602,0.164760584072303,,,,,
754,0,0.0823038912209238,,,,,,
755,0,0.0822531035094216,0.164556994730345,,,,,
756,0,0.082339130130278,,,,,,
757,4,0.0834869263466238,,,,,,
758,15,0.0836143186474776,,0.165953448777756,,,,
759,15,0.083590636102477,,,0.167204954749955,,,
760,15,0.0836905230180864,,,,,,
761,15,0.083939244000691,,,0.167629767018777,,,
762,15,0.0838987618082441,,,,,,
763,15,0.0838966504160454,,,0.16779541222429,,,
764,2,0.0840821178328413,,,,,,
765,0,0.0843813105272522,,,,0.168277960943298,,
766,0,0.0844151414040713,0.168796451931324,,,,,
767,0,0.0845610511798241,,,,,,
768,0,0.0845184000478397,0.169079451227664,,,,,
769,14,0.0846523930485006,,,,,,
770,15,0.085001735148301,,0.169520135196141,,,,
771,15,0.0852094633192664,,,0.170211198467567,,,
772,15,0.0852668655610545,,,,,,
773,15,0.0852199739164866,,,0.170486839477541,,,
774,15,0.0851739730274,,,,,,
775,15,0.0851297680707553,,,0.170303741098155,,,
776,15,0.0850848627626815,,,,,,
777,15,0.0850408579255095,,,0.170125720688191,,,
778,15,0.084993298942742,,,,,,
779,15,0.0850810937089189,,,0.170074392651661,,,
780,15,0.0854138938969386,,,,,,
781,15,0.0853872476896784,,,0.170801141586617,,,
782,10,0.0853698295943303,,,,,,
783,0,0.0854494209325262,,,,0.170836668622205,,
784,0,0.0854631495057524,0.170912570438279,,,,,
785,0,0.0856771241146361,,,,,,
786,0,0.0856388817129393,0.171316005827575,,,,,
787,0,0.085585148871325,,,,,,
788,0,0.0855311701256935,0.171116318997019,,,,,
789,0,0.0854773490763036,,,,,,
790,0,0.085423870498065,0.170901219574369,,,,,
791,0,0.0853704444029891,,,,,,
792,0,0.0853168938560244,0.170687338259014,,,,,
793,0,0.0852635047132344,,,,,,
794,0,0.0852108191086905,0.170474323821925,,,,,
795,0,0.085158605757855,,,,,,
796,0,0.0851077141848044,0.170266319942659,,,,,
797,0,0.0856069884788717,,,,,,
798,0,0.0862231164139754,0.171830104892847,,,,,
799,0,0.0863333256766077,,,,,,
800,0,0.0864813037448843,0.172814629421492,,,,,
801,0,0.0864305319796465,,,,,,
802,0,0.0863795715248007,0.172810103504447,,,,,
803,0,0.0863293105123716,,,,,,
804,0,0.0862791586624167,0.172608469174788,,,,,
805,0,0.0862297746805016,,,,,,
806,0,0.086180336502191,0.172410111182693,,,,,
807,0,0.0861309699775371,,,,,,
808,0,0.0860817027531085,0.172212672730646,,,,,
809,0,0.0860324359856063,,,,,,
810,0,0.0859834067917009,0.172015842777307,,,,,
811,0,0.0859345502555581,,,,,,
812,0,0.0858855121872018,0.17182006244276,,,,,
813,0,0.0858368314286734,,,,,,
814,0,0.0857885223386894,0.171625353767363,,,,,
815,0,0.0857397574772198,,,,,,
816,0,0.0856914912639879,0.171431248741208,,,,,
817,0,0.0856435071948883,,,,,,
818,0,0.0855955055193378,0.171239012714226,,,,,
819,0,0.0855475262687116,,,,,,
820,0,0.0854997685534535,0.171047294822165,,,,,
821,0,0.0854519299307396,,,,,,
822,0,0.0854041800221778,0.170856109952917,,,,,
823,0,0.0853564585066463,,,,,,
824,0,0.0853089315692176,0.170665390075864,,,,,
825,0,0.0852617227597485,,,,,,
826,0,0.085214519644498,0.170476242404247,,,,,
827,0,0.0851672313563051,,,,,,
828,0,0.0851197401063563,0.170286971462661,,,,,
829,0,0.085072064557897,,,,,,
830,0,0.0850228675674447,0.170094932125342,,,,,
831,0,0.0850428966502698,,,,,,
832,0,0.085024725856926,0.170067622507196,,,,,
833,0,0.0849786730344929,,,,,,
834,1,0.0855813679754102,,,,,,
835,15,0.0856965727459758,,0.170675245780469,,,,
836,15,0.0858332501332673,,,0.171529822879243,,,
837,15,0.0858403637575604,,,,,,
838,15,0.0858011430373784,,,0.171641506794939,,,
839,15,0.0857578675484866,,,,,,
840,15,0.0857139967497031,,,0.17147186429819,,,
841,15,0.0856696867083165,,,,,,
842,15,0.0856257812779201,,,0.171295467986237,,,
843,15,0.0855829178412681,,,,,,
844,15,0.0855428289907134,,,0.171125746831982,,,
845,15,0.0856904751668537,,,,,,
846,15,0.0857274958417373,,,0.171417971008591,,,
847,15,0.0857559126333937,,,,,,
848,15,0.0857366700906038,,,0.171492582723998,,,
849,15,0.0857048126769888,,,,,,
850,6,0.08576457041348,,,,,,
851,0,0.0858760234852229,,,,0.171580836162212,,
852,0,0.085946221970784,0.171822245456007,,,,,
853,0,0.0861589987028077,,,,,,
854,0,0.0861096467496304,0.172268645452438,,,,,
855,12,0.0861461013979475,,,,,,
856,15,0.0862964878417475,,0.172406134591378,,,,
857,15,0.0864729852907687,,,0.172769473132516,,,
858,15,0.0866136187076375,,,,,,
859,15,0.0865719845833683,,,0.173185603291006,,,
860,15,0.0865326232296804,,,,,,
861,15,0.0866774809329467,,,0.173210104162627,,,
862,15,0.0868077451731155,,,,,,
863,15,0.086804558971216,,,0.173612304144331,,,
864,15,0.0870292648465167,,,,,,
865,15,0.0869970713733642,,,0.174026336219881,,,
866,15,0.0869614806209466,,,,,,
867,15,0.0871201312601479,,,0.174081611881095,,,
868,15,0.0871723374469443,,,,,,
869,3,0.0873677056864555,,,,,,
870,0,0.0875302328525907,,,,0.174702570299535,,
871,0,0.0877006805117777,0.175230913364368,,,,,
872,0,0.0876515293934228,,,,,,
873,0,0.0876066204315529,0.175258149824976,,,,,
874,0,0.0877993092837933,,,,,,
875,0,0.0878296832368656,0.175628992520659,,,,,
876,0,0.0877803877192426,,,,,,
877,0,0.0877311011598506,0.175511488879093,,,,,
878,0,0.0876817317816975,,,,,,
879,0,0.0876324149526443,0.175314146734342,,,,,
880,0,0.0875833241725186,,,,,,
881,0,0.0875341889025591,0.175117513075078,,,,,
882,0,0.0874850913781569,,,,,,
883,0,0.0874360372998325,0.174921128677989,,,,,
884,0,0.0873870731523593,,,,,,
885,0,0.0873386636502197,0.174725736802579,,,,,
886,0,0.0872907968505468,,,,,,
887,0,0.0872433811143766,0.174534177964923,,,,,
888,0,0.0871973429532993,,,,,,
889,0,0.0871679756427676,0.174365318596067,,,,,
890,0,0.0874018012338086,,,,,,
891,0,0.0873737659388046,0.174775567172613,,,,,
892,0,0.0873272146217809,,,,,,
893,0,0.0872808872544564,0.174608101876237,,,,,
894,0,0.0872350717239364,,,,,,
895,0,0.0871894655763041,0.174424537300241,,,,,
896,0,0.0871443258720315,,,,,,
897,0,0.0870995580388945,0.174243883910926,,,,,
898,0,0.0870546911431471,,,,,,
899,0,0.0870102464022806,0.174064937545428,,,,,
900,0,0.0869656508738171,,,,,,
901,0,0.0869216546988293,0.173887305572646,,,,,
902,0,0.0868780579966346,,,,,,
903,0,0.0868340350164253,0.17371209301306,,,,,
904,0,0.086790533152538,,,,,,
905,0,0.0867468317060129,0.173537364858551,,,,,
906,0,0.086703345293335,,,,,,
907,0,0.0866597559652843,0.173363101258619,,,,,
908,0,0.0866165425573289,,,,,,
909,0,0.0865733408841027,0.173189883441432,,,,,
910,0,0.0865304600674106,,,,,,
911,0,0.0864872761598623,0.173017736227273,,,,,
912,0,0.0864444664046455,,,,,,
913,0,0.0864016444612656,0.172846110865911,,,,,
914,0,0.0863590474107287,,,,,,
915,0,0.0863162682730107,0.172675315683739,,,,,
916,0,0.0862737591119009,,,,,,
917,0,0.0862312202316275,0.172504979343528,,,,,
918,0,0.0861888113416218,,,,,,
919,0,0.0861464603425181,0.17233527168414,,,,,
920,0,0.0861042934307269,,,,,,
921,0,0.086061997821938,0.172166291252665,,,,,
922,0,0.0860199815549198,,,,,,
923,0,0.0859777316263853,0.171997713181305,,,,,
924,0,0.0859352734750706,,,,,,
925,0,0.0858925982652973,0.171827871740368,,,,,
926,0,0.0858496929258139,,,,,,
927,0,0.0858064686802241,0.171656161606038,,,,,
928,0,0.0857629485419561,,,,,,
929,0,0.0857195647991346,0.171482513341091,,,,,
930,0,0.0856761095455474,,,,,,
931,0,0.0856327203057209,0.171308829851268,,,,,
932,0,0.0855889971257559,,,,,,
933,0,0.0855445611681019,0.171133558293858,,,,,
934,0,0.0855102349011118,,,,,,
935,0,0.0857243918228601,0.171234626723972,,,,,
936,0,0.0857168872464438,,,,,,
937,0,0.0856715247813999,0.171388412027844,,,,,
938,0,0.0856260444114897,,,,,,
939,0,0.0855806339456099,0.1712066783571,,,,,
940,0,0.0855353849989242,,,,,,
941,0,0.0854901805852378,0.171025565584162,,,,,
942,0,0.0854450134625741,,,,,,
943,0,0.0853999488102049,0.170844962272779,,,,,
944,0,0.0853549119382095,,,,,,
945,0,0.0853154493665518,0.170670361304761,,,,,
946,0,0.0852882560605013,,,,,,
947,0,0.0852578634745987,0.1705461195351,,,,,
948,0,0.0852170243625433,,,,,,
949,0,0.0851801120450491,0.170397136407592,,,,,
950,0,0.0852672076146109,,,,,,
951,0,0.0853894657776352,0.170656673392246,,,,,
952,0,0.0853449888428493,,,,,,
953,0,0.0853004084891822,0.170645397332031,,,,,
954,0,0.0852559211904782,,,,,,
955,0,0.0852115486270129,0.170467469817491,,,,,
956,0,0.085167313540747,,,,,,
957,0,0.0851233120967104,0.170290625637457,,,,,
958,0,0.0854749077219217,,,,,,
959,0,0.0857545241293851,0.171229431851307,,,,,
960,0,0.0857233564452438,,,,,,
961,0,0.0856886741509704,0.171412030596214,,,,,
962,0,0.0856551702590336,,,,,,
963,0,0.0856188744816278,0.171274044740661,,,,,
964,0,0.0855765212500785,,,,,,
965,0,0.0855323939730042,0.171108915223083,,,,,
966,0,0.0854884355320089,,,,,,
967,0,0.0854446317460163,0.170933067278025,,,,,
968,0,0.0854009013011788,,,,,,
969,0,0.0853571647296792,0.170758066030858,,,,,
970,0,0.0853137410861984,,,,,,
971,0,0.0852702223684929,0.170583963454691,,,,,
972,0,0.0852268331840005,,,,,,
973,0,0.0851835305062451,0.170410363690246,,,,,
974,0,0.0851401847823351,,,,,,
975,0,0.085096955015558,0.170237139797893,,,,,
976,0,0.0850539997127065,,,,,,
977,0,0.08501100998752,0.170065009700226,,,,,
978,0,0.0849679060111762,,,,,,
979,0,0.0849250900359806,0.169892996047157,,,,,
980,0,0.0848822453332146,,,,,,
981,0,0.0848396523010411,0.169721897634256,,,,,
982,0,0.0847972064311546,,,,,,
983,0,0.0847549179906642,0.169552124421819,,,,,
984,0,0.0847125729023693,,,,,,
985,0,0.0846703596251453,0.169382932527515,,,,,
986,0,0.0846280150565253,,,,,,
987,0,0.0845860714649502,0.169214086521476,,,,,
988,0,0.0845440290723923,,,,,,
989,0,0.0845021979050387,0.169046226977431,,,,,
990,0,0.0844602404162956,,,,,,
991,0,0.0844184926593274,0.168878733075623,,,,,
992,0,0.0843768557682994,,,,,,
993,0,0.0843351161711446,0.168711971939444,,,,,
994,0,0.0842942414839467,,,,,,
995,0,0.0842527133477087,0.168546954831655,,,,,
996,0,0.0842113169271316,,,,,,
997,0,0.0841699630150435,0.168381279942175,,,,,
998,0,0.0841285267640861,,,,,,
999,0,0.0840872484706713,0.168215775234757,,,,,
1000,0,0.0840461764283857,,,,,,
1001,0,0.0840050640033819,0.168051240431768,,,,,
1002,0,0.0839639549706202,,,,,,
1003,0,0.0839230649211094,0.16788701989173,,,,,
1004,0,0.0838823229543439,,,,,,
1005,0,0.0838414798925157,0.16772380284686,,,,,
1006,0,0.0838007364015579,,,,,,
1007,0,0.0837601488479102,0.167560885249468,,,,,
1008,0,0.0837196756983404,,,,,,
1009,0,0.0836790930245735,0.167398768722914,,,,,
1010,0,0.0836385711689428,,,,,,
1011,0,0.0835982177759371,0.16723678894488,,,,,
1012,0,0.0835577496821165,,,,,,
1013,0,0.0835175233399461,0.167075273022063,,,,,
1014,0,0.0834772850909679,,,,,,
1015,0,0.083437018687267,0.166914303778235,,,,,
1016,0,0.0833968946372952,,,,,,
1017,0,0.0833567231601838,0.166753617797479,,,,,
1018,0,0.0833165788868106,,,,,,
1019,0,0.08327600101884,0.166592579905651,,,,,
1020,0,0.0832355485244213,,,,,,
